,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,higher_x,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
639,MS,M,17,U,GT3,T,1,1,at_home,services,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,2,0,no,no,no,no,yes,yes,5,1,3,3,3,1,0,10,10,10
640,MS,M,17,U,GT3,T,1,1,other,other,home,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,0,no,no,yes,no,yes,no,4,4,3,2,4,5,4,8,9,9
641,MS,M,17,U,GT3,T,1,2,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,1,1,1,no,yes,no,yes,no,yes,5,3,5,5,5,1,12,6,7,7
642,MS,M,17,U,GT3,T,2,2,other,other,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,1,no,no,no,yes,yes,yes,1,2,1,2,3,5,0,7,0,0
643,MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,2,11,11,10,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,4,14,15,16
644,MS,M,17,U,GT3,T,3,2,other,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,father,2,2,0,no,yes,yes,no,yes,no,4,1,2,2,2,1,0,13,14,13
645,MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,4,5,4,2,3,3,2,13,13,13,mother,2,2,1,no,yes,no,no,yes,no,4,5,4,2,3,3,4,8,9,10
646,MS,M,17,U,GT3,T,3,3,services,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,4,1,no,yes,yes,yes,yes,no,5,4,5,3,4,5,0,10,11,10
647,MS,M,17,U,GT3,T,3,3,services,services,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,no,4,1,4,5,5,3,8,7,10,9
648,MS,M,17,U,GT3,T,3,4,services,other,other,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,1,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8
649,MS,M,17,U,LE3,A,1,0,other,other,home,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,no,no,no,yes,yes,4,1,2,1,1,5,4,11,11,12
650,MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,3,14,16,16,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,6,10,10,10
651,MS,M,17,U,LE3,T,4,4,other,services,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,3,0,no,yes,no,no,yes,no,4,4,3,1,2,5,0,15,14,16
652,MS,M,18,R,GT3,T,1,0,at_home,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,3,1,1,yes,yes,no,no,yes,no,4,3,2,1,1,4,0,12,12,13
653,MS,M,18,R,GT3,T,1,1,other,other,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,1,no,no,no,yes,no,no,4,4,3,3,4,4,0,8,9,10
654,MS,M,18,R,GT3,T,1,1,services,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2,1,1,no,yes,no,no,no,yes,5,3,3,2,3,5,2,9,7,9
655,MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,4,10,10,10,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,0,8,10,9
656,MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0
657,MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,mother,2,1,1,no,yes,no,no,yes,no,2,5,5,5,5,5,10,11,13,13,mother,2,1,0,no,yes,no,no,yes,no,2,5,5,5,5,5,8,9,10,11
658,MS,M,18,R,GT3,T,3,2,services,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,1,no,no,no,no,no,no,2,3,1,2,2,5,0,4,0,0
659,MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,14,6,5,5,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,0,7,7,0
660,MS,M,18,R,GT3,T,4,4,at_home,services,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,3,1,0,no,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14
661,MS,M,18,R,LE3,T,1,1,at_home,other,other,no,no,mother,2,2,1,no,no,no,yes,no,no,4,4,3,2,3,5,2,13,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,father,3,1,0,no,yes,yes,yes,no,yes,4,3,3,2,3,3,3,14,12,12,father,3,1,0,no,yes,no,yes,no,yes,4,3,3,2,3,3,3,9,10,10
663,MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,0,11,12,10,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,4,10,11,11
664,MS,M,18,U,GT3,T,3,3,at_home,at_home,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,2,no,yes,no,yes,no,no,4,4,5,1,3,3,9,4,8,8
665,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14,father,1,2,0,no,no,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19
666,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,2,0,no,yes,no,yes,yes,no,4,3,3,1,4,5,6,10,9,10
667,MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,4,10,10,10,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,2,14,13,14
668,MS,M,18,U,LE3,T,1,2,at_home,services,home,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,0,no,yes,no,no,yes,no,4,1,4,5,5,1,8,10,11,11
669,MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,mother,1,1,1,no,no,no,no,no,yes,4,3,3,2,3,3,7,8,7,8,mother,1,1,0,no,no,no,no,no,yes,4,3,3,2,3,3,0,9,10,9
670,MS,M,18,U,LE3,T,4,4,at_home,health,home,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,4,0,no,yes,no,yes,no,yes,5,5,5,5,5,5,2,5,6,6
671,MS,M,18,U,LE3,T,4,4,services,other,reputation,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,1,0,no,yes,no,yes,yes,no,5,4,5,1,1,5,3,17,17,17
672,MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,mother,2,3,0,no,no,yes,no,yes,yes,4,2,2,2,2,5,0,13,13,13,mother,2,3,0,no,no,no,no,yes,yes,4,2,2,2,2,5,0,15,16,16
673,MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,8,8,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,9,10
674,MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,other,3,2,3,no,no,no,no,yes,no,5,4,4,3,3,2,8,8,7,8,other,3,2,1,no,no,no,no,yes,no,5,4,4,3,3,2,8,10,9,11
675,MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,6,5,0,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,5,8,0
676,MS,M,19,U,GT3,T,1,1,other,other,other,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,1,2,2,no,yes,no,yes,no,no,4,4,3,3,4,4,2,9,9,10
677,MS,M,19,U,GT3,T,2,1,at_home,other,course,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2,1,3,no,no,no,yes,no,yes,4,4,3,1,3,5,4,8,9,9
678,MS,M,19,U,GT3,T,3,2,at_home,services,course,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mother,2,1,3,no,no,no,yes,yes,no,3,2,1,1,1,3,4,6,11,9
679,MS,M,19,U,LE3,T,1,1,other,at_home,course,yes,yes,father,1,1,0,no,no,no,no,yes,no,3,2,3,3,3,5,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,MS,M,20,R,GT3,T,1,1,other,other,course,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,2,1,1,no,yes,no,no,no,yes,4,4,3,2,4,4,12,8,11,10
681,MS,M,20,U,LE3,A,2,2,services,services,course,yes,no,other,1,2,2,no,yes,yes,no,yes,no,5,5,4,4,5,4,11,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,MS,M,21,R,GT3,T,1,1,other,other,course,no,no,other,1,1,3,no,no,no,no,yes,no,5,5,3,3,3,3,3,10,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
